"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022409","positive regulation of cell-cell adhesion","88/2027","255/18670",3.59842227174992e-24,1.97880512016503e-21,1.60499963718913e-21,"DOCK8/MYB/BTLA/PTPN6/IL7R/CTLA4/TNFSF4/TESPA1/CARD11/PTPRC/IL18/RASAL3/CORO1A/FLOT1/TNF/ICOS/IFNG/CSK/KLRK1/RUNX3/ZAP70/PDCD1/TMIGD2/TNFSF9/SASH3/CD3E/CCDC88B/CD40LG/CD27/SIRPG/CXCL13/IL12RB1/CD6/CD86/CD5/CLECL1/ITGA4/PTPN11/ITPKB/CD83/BTN2A2/SKAP1/EBI3/VAV1/RASGRP1/XCL1/CD70/LCK/NCKAP1L/GRAP2/TNFSF11/IL6/YES1/ICAM1/LILRB1/RAC1/TNFRSF13C/IL10/CD28/ITGB2/CCR7/PYCARD/ADAM8/GATA3/VNN1/SYK/FOXP3/CD4/HAVCR2/CCR2/HLA-DPB1/SIRPB1/EFNB2/IL2RA/VSIR/ZBTB1/MYO10/PTAFR/MALT1/CD47/ADA/FAM49B/IL7/CD160/ANXA1/IL23A/NOD2/IL1RL2",88
"GO:0070661","leukocyte proliferation","94/2027","298/18670",1.6417461674179e-22,8.27576880559238e-20,6.71243761959195e-20,"DOCK8/BTK/INPP5D/PTPN6/TNFSF8/CD22/CD19/IL7R/CTLA4/TNFSF4/CD180/CARD11/PTPRC/ATAD5/IL18/RASAL3/CORO1A/FCRL3/PTPN22/MS4A1/DOCK2/RAC2/TMEM131L/ZAP70/TMIGD2/TNFSF9/SASH3/GAPT/CD3E/BTN3A1/HELLS/CCDC88B/CD40LG/NFATC2/TAC1/IL12RB1/CD6/CD86/CLECL1/TNFRSF13B/CD151/BTN2A2/ATM/EBI3/CR2/GJA1/XCL1/CD70/NCKAP1L/TNFSF11/IL6/SPN/LILRB1/IKZF3/GPR183/SH3RF1/TNFRSF13C/CD79A/IL10/TNFAIP3/CD28/ABL1/PRKAR1A/PYCARD/LST1/PRNP/SYK/GAL/FOXP3/CD4/CASP3/HAVCR2/ERBB2/F2RL1/CCR2/HLA-DPB1/NPR3/IL2RA/VSIR/TCIRG1/CD300A/CLU/IL34/PIK3CG/MALT1/ADA/IL7/NCSTN/ANXA1/IL23A/SDC4/PLA2G2D/FCGR2B/HPRT1",94
"GO:0045785","positive regulation of cell adhesion","113/2027","403/18670",4.164574519935e-22,1.93780855931437e-19,1.57174751719976e-19,"DOCK8/MYB/BTLA/PTPN6/IL7R/CTLA4/TNFSF4/APBB1IP/PTK2B/TESPA1/CARD11/PTPRC/IL18/RASAL3/CORO1A/P2RY12/FLOT1/TNF/ICOS/IFNG/CSK/KLRK1/RUNX3/ZAP70/PDCD1/TMIGD2/TNFSF9/UNC13D/SASH3/COL8A1/CD3E/CCDC88B/ADGRG1/CD40LG/CD27/SIRPG/CXCL13/IL12RB1/CD6/CD86/CD5/TGFB2/CLECL1/ITGA3/ITGA4/PTPN11/ITPKB/CD83/BTN2A2/SKAP1/ATM/EBI3/VAV1/RASGRP1/XCL1/ITGAV/CD70/LCK/NCKAP1L/GRAP2/TNFSF11/IL6/YES1/ICAM1/LILRB1/RAC1/TNFRSF13C/MMRN2/ADAM9/ZFHX3/IL10/TFE3/CD28/ITGB2/ABL1/DAG1/CCR7/PYCARD/ADAM8/GATA3/DOCK1/VNN1/SYK/FOXP3/CD4/HAVCR2/ERBB2/CASS4/CCR2/HLA-DPB1/JUP/SIRPB1/EFNB2/IL2RA/VSIR/DUSP26/ZBTB1/PLEKHA2/MYO10/PTAFR/MALT1/CD47/ADA/FAM49B/IL7/CD160/ANXA1/IL23A/SDC4/CCL25/CDK6/NOD2/IL1RL2",113
"GO:0046651","lymphocyte proliferation","87/2027","272/18670",2.24112184645454e-21,9.68324717800252e-19,7.85403678671025e-19,"DOCK8/BTK/INPP5D/PTPN6/TNFSF8/CD22/CD19/IL7R/CTLA4/TNFSF4/CD180/CARD11/PTPRC/ATAD5/IL18/RASAL3/CORO1A/FCRL3/PTPN22/MS4A1/DOCK2/RAC2/TMEM131L/ZAP70/TMIGD2/TNFSF9/SASH3/GAPT/CD3E/BTN3A1/HELLS/CCDC88B/CD40LG/NFATC2/TAC1/IL12RB1/CD6/CD86/CLECL1/TNFRSF13B/CD151/BTN2A2/ATM/EBI3/CR2/GJA1/XCL1/CD70/NCKAP1L/IL6/SPN/LILRB1/IKZF3/GPR183/SH3RF1/TNFRSF13C/CD79A/IL10/CD28/ABL1/PRKAR1A/PYCARD/LST1/PRNP/SYK/GAL/FOXP3/CD4/CASP3/HAVCR2/ERBB2/CCR2/HLA-DPB1/IL2RA/VSIR/CD300A/PIK3CG/MALT1/ADA/IL7/NCSTN/ANXA1/IL23A/SDC4/PLA2G2D/FCGR2B/HPRT1",87
"GO:0032943","mononuclear cell proliferation","87/2027","274/18670",3.87062449278728e-21,1.56089383712468e-18,1.26603373760572e-18,"DOCK8/BTK/INPP5D/PTPN6/TNFSF8/CD22/CD19/IL7R/CTLA4/TNFSF4/CD180/CARD11/PTPRC/ATAD5/IL18/RASAL3/CORO1A/FCRL3/PTPN22/MS4A1/DOCK2/RAC2/TMEM131L/ZAP70/TMIGD2/TNFSF9/SASH3/GAPT/CD3E/BTN3A1/HELLS/CCDC88B/CD40LG/NFATC2/TAC1/IL12RB1/CD6/CD86/CLECL1/TNFRSF13B/CD151/BTN2A2/ATM/EBI3/CR2/GJA1/XCL1/CD70/NCKAP1L/IL6/SPN/LILRB1/IKZF3/GPR183/SH3RF1/TNFRSF13C/CD79A/IL10/CD28/ABL1/PRKAR1A/PYCARD/LST1/PRNP/SYK/GAL/FOXP3/CD4/CASP3/HAVCR2/ERBB2/CCR2/HLA-DPB1/IL2RA/VSIR/CD300A/PIK3CG/MALT1/ADA/IL7/NCSTN/ANXA1/IL23A/SDC4/PLA2G2D/FCGR2B/HPRT1",87
"GO:0002703","regulation of leukocyte mediated immunity","72/2027","205/18670",1.64735511686172e-20,6.22803193868534e-18,5.05152776295558e-18,"SLAMF6/BTK/STAP1/PTPN6/CD96/IL7R/TNFSF4/CD84/PTPRC/ATAD5/IL18/TNF/HLA-F/RAC2/FCER2/WAS/KLRK1/TBX21/CR1/UNC13D/SASH3/NCR3/SH2D1B/STX7/NECTIN2/IL12RB1/FGR/ITGAM/PVR/VAV1/RASGRP1/XCL1/IL6/ICAM1/ARRB2/LILRB1/CRTAM/IL10/LAMP1/CD28/LTA/ITGB2/SH2D1A/CD226/GATA3/HLA-B/SYK/FOXP3/C17orf99/BCR/HAVCR2/CD1C/CADM1/F2RL1/NCR1/CCR2/SERPINB9/FZD5/ZBTB1/CD300A/LAG3/PTAFR/MALT1/CRHR1/FAM49B/SHLD3/B2M/CD160/IL23A/FCGR2B/NOD2/IL27RA",72
"GO:0002696","positive regulation of leukocyte activation","104/2027","380/18670",1.37122904227451e-19,4.87915557454031e-17,3.9574604124096e-17,"DOCK8/MYB/BTK/STAP1/BTLA/INPP5D/TLR6/PTPN6/IL7R/CTLA4/TNFSF4/TOX/TESPA1/CARD11/PTPRC/ATAD5/IL18/RASAL3/CORO1A/FCRL3/ICOS/IFNG/CSK/HLA-F/KLRK1/TBX21/RUNX3/ZAP70/CD2/PDCD1/TMIGD2/TNFSF9/SASH3/CD3E/CCDC88B/CD40LG/CD27/SIRPG/NFATC2/TAC1/NECTIN2/IL12RB1/CD6/FGR/CD86/ITGAM/CD5/CLECL1/PTPN11/ITPKB/CD83/BTN2A2/EBI3/VAV1/RASGRP1/XCL1/CD70/LCK/NCKAP1L/GRAP2/TNFSF11/IL6/YES1/LILRB1/RAC1/GPR183/TNFRSF13C/IL10/LAMP1/IGLL1/CD28/ITGB2/CCR7/CD226/PYCARD/ADAM8/GATA3/VNN1/SYK/FOXP3/CD4/HAVCR2/F2RL1/CCR2/HLA-DPB1/SIRPB1/EFNB2/IL2RA/VSIR/ZBTB1/LBP/PTAFR/MALT1/CD47/ADA/CRHR1/FAM49B/SHLD3/IL7/CD160/ANXA1/IL23A/NOD2/IL1RL2",104
"GO:0050867","positive regulation of cell activation","106/2027","394/18670",2.4188068460448e-19,8.12853478429166e-17,6.59301678913147e-17,"DOCK8/MYB/BTK/STAP1/BTLA/INPP5D/TLR6/PTPN6/IL7R/CTLA4/TNFSF4/TOX/TESPA1/CARD11/PTPRC/ATAD5/IL18/RASAL3/CORO1A/FCRL3/ICOS/IFNG/CSK/HLA-F/KLRK1/TBX21/RUNX3/ZAP70/CD2/PDCD1/TMIGD2/TNFSF9/SASH3/CD3E/CCDC88B/CD40LG/CD27/SIRPG/NFATC2/TAC1/NECTIN2/CAPN3/IL12RB1/CD6/FGR/CD86/ITGAM/CD5/CLECL1/PTPN11/ITPKB/CD83/BTN2A2/EBI3/VAV1/RASGRP1/XCL1/CD70/LCK/NCKAP1L/GRAP2/TNFSF11/IL6/YES1/PLEK/LILRB1/RAC1/GPR183/TNFRSF13C/IL10/LAMP1/IGLL1/CD28/ITGB2/CCR7/CD226/PYCARD/ADAM8/GATA3/VNN1/SYK/FOXP3/CD4/HAVCR2/F2RL1/CCR2/HLA-DPB1/SIRPB1/EFNB2/IL2RA/VSIR/ZBTB1/LBP/PTAFR/MALT1/CD47/ADA/CRHR1/FAM49B/SHLD3/IL7/CD160/ANXA1/IL23A/NOD2/IL1RL2",106
"GO:0002706","regulation of lymphocyte mediated immunity","57/2027","149/18670",1.6388532845216e-18,5.2175913253006e-16,4.23196407709427e-16,"SLAMF6/BTK/PTPN6/CD96/IL7R/TNFSF4/PTPRC/ATAD5/IL18/TNF/HLA-F/FCER2/WAS/KLRK1/TBX21/CR1/SASH3/NCR3/SH2D1B/STX7/NECTIN2/IL12RB1/PVR/VAV1/RASGRP1/XCL1/IL6/ARRB2/LILRB1/CRTAM/IL10/LAMP1/CD28/LTA/SH2D1A/CD226/GATA3/HLA-B/FOXP3/C17orf99/HAVCR2/CD1C/CADM1/NCR1/CCR2/SERPINB9/FZD5/ZBTB1/LAG3/MALT1/FAM49B/SHLD3/B2M/CD160/IL23A/FCGR2B/IL27RA",57
"GO:0050670","regulation of lymphocyte proliferation","69/2027","208/18670",3.5568751095679e-18,1.07577687688881e-15,8.72557625562945e-16,"BTK/INPP5D/PTPN6/TNFSF8/CD22/CTLA4/TNFSF4/CARD11/PTPRC/ATAD5/IL18/RASAL3/CORO1A/FCRL3/PTPN22/RAC2/TMEM131L/ZAP70/TMIGD2/TNFSF9/SASH3/CD3E/CCDC88B/CD40LG/NFATC2/TAC1/IL12RB1/CD6/CD86/CLECL1/TNFRSF13B/BTN2A2/ATM/EBI3/XCL1/CD70/NCKAP1L/IL6/SPN/LILRB1/IKZF3/GPR183/SH3RF1/TNFRSF13C/IL10/CD28/PRKAR1A/PYCARD/LST1/PRNP/SYK/GAL/FOXP3/CD4/CASP3/HAVCR2/ERBB2/CCR2/HLA-DPB1/IL2RA/VSIR/CD300A/ADA/IL7/ANXA1/IL23A/SDC4/PLA2G2D/FCGR2B",69
"GO:0032944","regulation of mononuclear cell proliferation","69/2027","209/18670",4.75723936842812e-18,1.37031147331532e-15,1.11145326798213e-15,"BTK/INPP5D/PTPN6/TNFSF8/CD22/CTLA4/TNFSF4/CARD11/PTPRC/ATAD5/IL18/RASAL3/CORO1A/FCRL3/PTPN22/RAC2/TMEM131L/ZAP70/TMIGD2/TNFSF9/SASH3/CD3E/CCDC88B/CD40LG/NFATC2/TAC1/IL12RB1/CD6/CD86/CLECL1/TNFRSF13B/BTN2A2/ATM/EBI3/XCL1/CD70/NCKAP1L/IL6/SPN/LILRB1/IKZF3/GPR183/SH3RF1/TNFRSF13C/IL10/CD28/PRKAR1A/PYCARD/LST1/PRNP/SYK/GAL/FOXP3/CD4/CASP3/HAVCR2/ERBB2/CCR2/HLA-DPB1/IL2RA/VSIR/CD300A/ADA/IL7/ANXA1/IL23A/SDC4/PLA2G2D/FCGR2B",69
"GO:0050900","leukocyte migration","121/2027","499/18670",5.84077170718029e-18,1.60594672985153e-15,1.30257592952954e-15,"CALCA/RIPOR2/SELL/CCR6/FCAMR/DOCK8/CHGA/CXCR4/VPREB3/STAP1/INPP5D/SCG2/PTPN6/CNR2/FUT7/GPR18/CEACAM5/PTK2B/GPSM3/ITGB3/CD84/ITGB7/CD48/CORO1A/P2RY12/CXCR5/TNF/SLC7A11/XCL2/SELPLG/RAC2/PIK3CD/KLRK1/TBX21/JAML/STK10/ZAP70/CD2/CCL22/MCOLN2/SIRPG/CXCL13/ESAM/CYP19A1/ITGAM/SLC7A7/TGFB2/ITGA3/ITGA4/PTPN11/ITGAX/APP/VAV1/XCL1/ITGAV/LYST/LCK/ITGB1/NCKAP1L/TNFSF11/IL6/SLAMF8/SPN/CD244/YES1/ICAM1/CXCR3/PTPRO/RAC1/GPR183/SBDS/CCL24/ITGAL/DBH/IL16/IL10/TRPM2/IGLL1/ADD2/ITGB2/EDN2/SHC1/CCR7/PYCARD/WASL/ADAM8/GATA3/ATP1B3/SYK/CCR5/BCR/HRH1/F2RL1/CCR2/MMP1/ITGA9/ADTRP/B4GALT1/CD9/GRB14/C5/C3AR1/CD300A/LBP/SLC3A2/PTAFR/PIK3CG/AIRE/CD47/ADA/OLR1/PLVAP/LRCH1/ANXA1/IL23A/SDC4/CCL25/BDKRB1/EPCAM/IL27RA/CXCL3",121
